"","s0","s0","s0","s0","s0","s0"
"1",0.120912415693273,0.128888028185365,0.13181651604882,0.13309090266562,0.128724308689278,0.120774044046512
"2",0.142018708730302,0.146744945030763,0.146017050195336,0.143155471273741,0.13452223127651,0.122204630860885
"3",0.157611701981707,0.158413541291576,0.153635072054532,0.146399366135527,0.133597853310565,0.117271494667464
"4",0.166751120072277,0.163183793062201,0.154196474625473,0.14258980921098,0.125945602875921,0.106178585089055
"5",0.168614666845787,0.160452741407508,0.147317742776884,0.131554769204361,0.111585586390275,0.0891105719567481
"6",0.162411933683147,0.149621561639173,0.13259060133102,0.113052458893482,0.0904239514458408,0.0660869359082507
"7",0.14736054389837,0.130073663398718,0.109565034111488,0.086769155629632,0.0622689359619115,0.0370042513189061
"8",0.122907875349764,0.101440580570783,0.0780532448654375,0.0526899659411105,0.0272598753376971,0.00213434616025712
"9",0.088690700202564,0.0635482710050096,0.0380624422607039,0.0110093498526927,-0.014245240038958,-0.0380190659230253
"10",0.0444636102393559,0.0163221994156329,-0.0103237746357497,-0.0380371594272166,-0.0618867310157488,-0.0829990177426537
"11",-0.00946622231344028,-0.0397151470044681,-0.0663993522797294,-0.0935519287174117,-0.114624177537939,-0.13164940356964
"12",-0.0704544796037799,-0.101414558642851,-0.126623193760149,-0.151479646069646,-0.168034597300815,-0.17918903322919
"13",-0.133936618210369,-0.16362996649534,-0.185458652545844,-0.205798705384195,-0.215845109132172,-0.219166262658313
"14",-0.194373342477665,-0.220407851126045,-0.236772054226381,-0.250234094171869,-0.25190841944016,-0.245723629276978
"15",-0.245793448981844,-0.26563338636647,-0.274550376787809,-0.279056778756649,-0.271039648460572,-0.254439877312858
"16",-0.281857739122595,-0.293050838170462,-0.292856111084866,-0.286869795672445,-0.268609273371554,-0.241653931194903
"17",-0.296489839423629,-0.296903567959196,-0.28644121200226,-0.269106053188423,-0.240889818991322,-0.204605714612749
"18",-0.285075733292079,-0.27320260956568,-0.252041503888659,-0.223327636660949,-0.18631805419452,-0.142645934177586
"19",-0.247515661510864,-0.223164691297849,-0.192117743545759,-0.153562979755135,-0.110322746849202,-0.0626559157689539
"20",-0.187497075674161,-0.152053268137302,-0.113269037469863,-0.0680129250158506,-0.0223426032834112,0.0247818103335475
"21",-0.110961408801551,-0.0671626057740268,-0.0237872071334832,0.0240736360895814,0.0678888142490191,0.109763528715833
"22",-0.0252064124576772,0.0232939163632767,0.0676052880372725,0.113806645640819,0.151804298300771,0.184499172220841
"23",0.0623970478234643,0.111583597852594,0.153181333244883,0.19394555915306,0.223052632681619,0.243971613461708
