SSC
2.9778
2.8249
2.7368
2.8583
2.9367
2.8532
2.6438
2.7034
2.6908
2.911
3.1534
3.1732
2.8843
3.1946
3.0542
2.7799
2.784
2.6825
2.4885
2.2951
2.4546
2.7076
2.4322
2.4419
2.491
2.4023
2.4779
2.5758
2.7444
2.7919
2.5698
2.515
2.7659
2.9784
2.9565
3.025
3.0078
2.3588
2.7029
2.6338
2.147
2.3772
2.2777
2.1863
2.0836
2.2566
2.5436
2.3212
2.1949
2.1082
2.1939
2.2066
2.2123
2.0904
2.2251
2.085
2.0432
2.1144
2.3863
2.1899
2.0163
2.0315
2.1746
2.1755
2.2697
2.1537
2.2164
2.089
2.1159
2.079
2.3371
2.3144
2.0476
1.9625
1.8426
1.776
1.7482
1.8927
1.9405
1.9053
1.9467
1.8309
1.9735
2.091
1.8866
1.8529
1.8279
1.8626
1.9692
1.965
1.9584
1.9272
2.0204
2.0242
2.0045
2.26
2.096
1.8401
1.8428
1.8207
1.7299
1.7994
1.9378
1.8649
1.8379
1.7878
1.748
1.8964
1.875
1.7215
1.6608
1.7377
2.2092
2.4118
2.4685
2.444
2.5704
2.6042
2.6724
2.8749
3.1947
3.0116
3.0212
2.9846
2.7993
2.3061
2.2708
2.3281
2.3879
2.6417
2.9559
3.1208
3.4627
2.8971
2.9059
2.6949
2.5495
2.5408
2.336
1.8709
2.2755
2.5525
2.757
2.5965
2.7336
2.9127
2.4079
2.1362
2.1462
2.1736
2.2272
2.198
2.0374
2.0669
2.3339
2.5332
3.0035
2.6475
2.42
2.5429
2.6753
2.6043
3.3454
2.4886
2.0403
2.3122
2.665
2.3543
2.4667
2.7038
2.4581
2.1498
2.14
2.1834
2.2157
2.4194
2.1847
2.0795
2.1451
2.2472
2.2503
2.4297
2.157
1.9145
1.9321
1.9925
1.9491
2.063
1.9556
2.0692
2.1362
2.2407
2.2493
2.3902
2.4394
2.0061
1.9753
1.8373
1.6974
1.6396
1.7571
1.8011
1.9333
1.9438
1.9812
2.052
2.132
1.7961
1.6762
1.6472
1.6222
1.6343
1.7246
1.8613
1.9081
2.029
2.0921
2.0515
2.2406
2.0093
1.8592
1.7476
1.647
1.5587
1.6753
1.6514
1.7891
1.8542
1.9243
1.8982
2.0758
1.9475
1.7236
1.6167
1.5471
1.502
1.61
1.6018
1.8724
2.0493
2.3514
2.4718
2.6651
2.8547
2.6132
2.694
2.5768
2.2868
2.1614
2.4323
2.1303
2.1577
2.4048
2.3301
2.3187
2.7914
2.6922
2.2802
2.4768
2.242
2.6836
1.9147
1.6603
2.0373
2.1336
2.0432
1.9745
2.2782
2.2439
1.9554
1.6957
1.9504
2.2814
2.4575
1.9901
1.8595
1.9305
1.8737
1.8422
1.9416
2.0945
1.7875
1.6678
1.5891
1.5491
1.6562
1.5359
1.743
1.8096
1.7069
1.7474
1.8376
1.9989
1.7892
1.6099
1.5326
1.4376
1.4165
1.4989
1.5019
1.587
1.6729
1.6922
1.5997
1.8008
1.7645
1.5544
1.4137
1.2745
1.2316
1.3549
1.3405
1.4937
1.5623
1.5134
1.4401
1.5871
1.6706
1.5013
1.4076
1.31
1.3051
1.3289
1.4194
1.2956
1.5092
1.4614
1.3917
1.3311
1.5849
1.5131
1.3163
1.2876
1.2328
1.3657
1.5239
1.278
1.3742
1.4848
1.4441
1.4559
1.7767
1.7975
1.6222
1.843
1.8414
1.7123
2.4764
2.1618
1.5375
1.5036
1.5377
1.6098
1.4946
1.6693
1.8228
1.5261
1.3455
1.2906
1.3009
1.4845
1.4399
1.3132
1.1848
1.227
1.2908
1.5426
1.3182
1.5331
1.7173
1.9414
1.9713
2.2981
2.4809
2.3697
1.8807
1.6507
1.5431
1.5482
1.7706
2.236
1.8595
1.5203
1.4391
1.569
1.2496
1.3122
1.1424
1.208
1.2665
1.3884
1.6163
1.5654
1.2152
1.3234
2.0314
1.9379
1.8761
1.9262
1.5911
1.3489
1.4111
1.3942
1.3271
1.4664
1.5029
1.4561
1.2636
1.1924
1.2487
1.2106
1.2232
1.1663
1.1099
1.1658
1.167
1.2888
1.3216
1.1368
1.1014
1.2618
1.3886
1.4662
1.6038
1.375
1.2618
1.4449
1.6166
1.71
2.0365
2.0157
1.8173
2.0208
2.1231
2.0604
1.898
2.3679
2.0487
1.842
1.6956
1.6092
1.7304
2.0107
1.9184
1.8137
1.9024
2.1483
2.4138
1.8107
1.8401
1.7346
1.6356
1.5541
1.5464
1.6369
1.6621
1.5562
1.5382
1.5816
1.5641
1.553
1.7896
1.5603
1.618
1.5109
1.455
1.5293
1.6016
1.5313
1.5623
1.5523
1.5517
1.6951
1.7246
1.6195
1.6309
1.4846
1.4571
1.4275
1.6151
1.5267
1.5591
1.6509
1.7843
2.0736
2.0645
2.1483
2.0265
2.2887
2.2804
2.4182
2.8169
2.6482
2.7863
3.2009
2.8507
3.2039
3.6717
2.9655
2.8554
2.5957
2.221
2.288
2.2979
2.679
2.4789
2.2358
2.1233
2.4615
2.5154
2.5992
2.5162
2.2962
1.8871
2.0008
2.2128
2.3235
1.9994
1.781
2.1689
2.5158
2.5291
2.6936
2.5556
2.1933
2.1636
2.1822
2.14
2.1539
2.2208
2.0219
1.8215
1.9435
1.9874
1.9564
2.0826
1.9593
1.9264
2.002
1.9479
1.8904
2.1189
1.9387
1.8233
1.8651
1.8615
1.8471
1.9403
1.9299
2.0517
2.0539
1.9393
1.8672
2.0412
1.9603
1.815
1.9975
2.1793
2.2475
2.3876
2.6465
2.1126
2.2138
2.2877
2.1396
2.1284
2.4961
2.3271
2.3722
2.374
2.0767
2.3933
2.1085
1.9424
2.2511
2.3317
1.9454
1.862
2.0097
1.8985
1.9876
2.0898
2.079
2.0029
2.1535
2.0246
1.866
2.0559
1.888
1.7127
1.8093
1.9654
1.7217
1.6999
1.7579
1.7973
1.7276
1.7846
1.774
1.9819
1.8411
1.6594
1.6416
1.7698
1.7536
1.7417
1.8053
1.7883
1.823
1.812
1.6708
1.9395
2.2675
2.1314
2.1368
2.491
2.5187
2.3418
2.4007
2.3318
1.9068
2.7067
2.083
2.1936
2.6158
2.1694
2.0587
1.7419
2.1983
2.1955
2.5164
2.4883
2.6721
2.1531
2.6945
2.3008
2.2588
2.7919
2.4391
2.2678
2.3062
2.5412
2.6734
2.4396
2.122
1.8982
2.1943
1.836
1.8081
2.4441
2.3682
2.0563
2.085
2.1392
2.2176
1.7674
1.7103
2.0345
2.4509
2.4727
1.992
2.3295
2.5418
2.2964
2.0753
2.1773
2.6338
2.5125
2.0431
1.6219
1.6537
1.9224
1.8015
1.7154
2.0341
2.014
1.8112
1.9688
2.2873
2.0274
1.5734
1.4483
1.4909
1.5212
1.6076
1.6533
2.056
2.2548
2.1551
1.9699
2.071
2.1549
2.1141
1.8612
1.8661
2.0822
1.9761
2.2848
2.6805
2.1582
2.1714
2.2297
2.7242
2.3169
2.6685
2.6956
2.2662
2.2234
2.2265
2.3916
2.2871
1.919
2.0406
2.223
2.5243
2.7534
3.2729
3.0037
2.2064
1.9199
1.9089
2.0206
2.2661
2.1878
1.8526
1.7112
1.7692
1.7534
2.0915
1.8757
1.7058
1.844
2.0116
1.9259
2.1164
2.085
1.9138
1.6588
1.4466
1.7333
1.7962
2.1015
2.023
1.5165
1.6633
1.7466
1.7229
1.6536
1.8622
1.7415
1.5458
1.3996
1.2419
1.4307
1.5844
1.5287
1.5742
1.5279
1.4865
1.5574
1.6302
1.6901
1.5165
1.4315
1.6428
1.5532
1.8059
1.6518
1.4412
1.6198
1.603
1.5332
1.5547
1.6647
1.5717
1.5003
1.3699
1.2619
1.3931
1.4804
1.495
1.5466
1.4784
1.436
1.5559
1.5564
1.5732
1.2562
1.5349
1.5328
1.6019
1.8117
1.4727
1.4079
1.5385
1.5285
1.4563
1.5199
1.5362
1.4744
1.3531
1.3457
1.2859
1.4597
1.4052
1.4486
1.4388
1.4021
1.3483
1.4449
1.4666
1.4561
1.4312
1.3943
1.4419
1.5509
1.4725
1.8646
2.1706
2.2813
2.3704
2.1929
2.3508
2.3044
2.4484
2.1648
2.3508
2.7201
2.9284
2.4179
2.3463
2.504
2.499
3.2209
2.759
1.9672
1.8839
1.7746
1.6832
1.9618
2.2337
2.1319
2.2278
2.4493
2.6854
2.545
3.0684
2.8562
2.4525
2.0979
2.206
2.2719
2.7186
2.6113
1.9922
2.1878
2.4976
2.5443
2.6429
2.2132
1.9503
1.8658
1.9832
1.901
1.8739
2.1333
1.93
1.7993
1.9897
2.1093
2.0761
2.1295
1.9279
1.6166
1.7523
1.7599
1.7152
2.0898
1.9218
1.7688
1.9304
1.93
1.8999
2.0076
1.8307
1.6734
1.7168
1.7231
1.6492
1.931
1.8328
2.2337
2.6776
2.6465
2.5009
2.7572
2.9134
3.3824
3.4343
3.4889
3.3893
3.7896
4.1605
3.9367
4.0415
4.1249
3.6605
3.691
3.3941
3.0392
2.6169
2.4243
2.8092
3.1743
3.0297
3.2692
3.8826
4.0179
3.5376
2.9087
2.8161
3.2441
3.5112
3.6887
3.5332
3.3763
3.7948
3.8872
3.8551
3.8075
3.7017
3.7532
3.8055
3.4036
3.3996
3.2704
3.1201
3.1943
3.4179
3.1718
3.1642
3.1725
3.1865
3.0288
3.1085
3.2099
3.2176
3.1692
3.0116
2.922
3.3596
3.4715
3.1962
2.9897
2.8719
2.6782
2.644
2.794
3.047
3.2204
3.1122
2.9643
3.132
3.2651
3.0232
2.9513
2.7514
2.5519
2.6883
2.7949
2.8396
3.2199
3.2375
2.9819
2.9638
3.2786
3.3782
2.9483
2.6658
2.5016
2.4933
2.7181
2.7098
2.9621
3.2767
2.9211
2.6964
3.0792
3.3894
3.0288
2.6158
2.454
2.4886
2.9094
2.7353
2.9487
3.2425
3.1882
3.0776
3.5268
3.804
3.6984
3.1204
2.6647
2.5616
2.7406
2.7843
2.7383
2.7849
2.7514
2.5286
2.6788
3.1248
2.984
2.8296
2.5885
2.4779
2.8241
3.0301
2.7745
2.9398
2.8832
2.6839
2.987
3.5509
3.7039
3.4059
2.8933
2.7221
2.6278
2.842
2.655
2.5663
2.476
2.3172
2.2397
2.4773
2.854
2.5605
2.5172
2.4139
2.3317
2.3787
2.5131
2.4566
2.3657
2.0592
2.2805
2.2009
2.4805
2.7921
2.6696
2.3612
2.2984
2.1418
2.0437
2.2161
2.3297
2.2692
2.1373
1.9274
2.397
2.5649
2.3274
2.1956
2.0249
1.9058
2.0479
2.094
2.0744
2.0913
1.8459
2.1204
2.0392
2.2823
2.6261
2.4379
2.1292
2.0067
1.9059
1.8866
2.5245
2.6368
2.5517
2.5696
2.6896
3.2269
3.8869
3.0538
3.1664
3.2745
2.8969
2.3027
3.4874
2.8082
2.4741
2.8365
2.8821
2.8951
2.4484
2.8501
3.1002
3.1031
2.9978
2.7698
2.4882
2.8902
3.0144
2.468
2.1534
2.174
2.3814
2.9274
2.5372
1.9532
2.0937
2.7772
3.0374
2.9365
2.3173
1.9704
2.0906
2.1294
1.9269
1.8839
2.282
2.6396
2.1619
1.7219
1.974
2.1001
2.0501
2.0731
1.8313
1.9072
2.0014
1.895
2.2529
2.2445
1.9701
1.7859
1.9
2.262
2.7579
2.356
2.1389
1.9971
2.1379
1.9781
2.1961
2.3278
2.2198
2.2701
2.1234
1.9447
1.8314
1.8885
1.9788
1.9197
2.0233
1.9833
1.7291
2.0574
2.2752
2.214
2.3272
2.6054
2.9391
3.3121
2.9511
2.5522
2.2627
1.9133
2.1499
2.2214
2.4483
2.4868
2.4339
2.3377
2.0754
1.9696
2.2276
2.1249
2.0857
1.9183
1.7855
1.7142
1.9159
2.0464
2.06
1.9466
1.957
1.8316
1.9205
1.9141
1.881
1.6771
1.7588
1.7126
1.6986
1.9518
1.8939
2.0596
2.109
1.8754
1.6457
1.7652
1.8203
1.8039
1.6282
1.5772
1.4296
1.7335
1.9026
1.9436
1.9049
1.7067
1.5356
1.6188
1.6097
1.5891
1.5079
1.5466
1.402
1.5045
1.7088
1.7095
1.7885
1.6497
1.5513
1.6381
1.6118
1.6186
1.5063
1.4923
1.4188
1.4283
1.6447
1.7553
1.6604
1.5894
1.4991
1.4934
2.5189
2.7628
2.5852
2.6406
2.4773
2.6135
2.4771
2.9009
3.1957
2.9021
3.0102
2.8047
2.755
2.8129
2.7514
3.0163
3.6254
3.6966
3.9446
3.8561
3.2878
2.7807
2.5554
2.5735
2.4825
2.2664
2.2561
2.4577
2.7301
2.6174
2.7581
3.0118
2.657
2.3443
2.1713
2.0068
2.0307
1.8282
1.731
1.9723
2.2475
2.1674
2.0161
2.1916
2.3323
2.0605
1.7382
1.6441
1.5923
1.4834
1.4427
1.6477
1.8131
1.8983
1.9236
2.0709
2.2129
1.9153
1.6565
1.5087
1.4488
1.342
1.281
1.3891
1.5658
1.5232
1.7412
1.7624
1.9525
1.7966
1.5552
1.3504
1.2482
1.1665
1.1998
1.2081
1.262
1.211
1.3181
1.4266
1.6264
1.5971
1.4083
1.2335
1.1538
1.2636
1.5121
1.4883
1.7574
1.9851
2.162
2.3797
2.4747
2.8324
2.6854
2.1588
1.9448
1.8858
2.1944
2.259
2.053
2.0517
2.0797
2.1846
2.266
2.6593
2.8667
2.4259
2.2445
2.2275
2.4134
2.46
1.7975
1.5946
1.8332
