"","s0","s0","s0","s0","s0","s0"
"1",-0.394502422327114,-0.346030756280232,-0.290478227277018,-0.235769561003723,-0.178330450721701,-0.123617963522349
"2",-0.39022529843471,-0.340257693899036,-0.283538668694932,-0.227807884230354,-0.16980047480393,-0.114871398698627
"3",-0.383459149953899,-0.332167599306924,-0.274515743009666,-0.218003291908924,-0.159713539048699,-0.104862933221823
"4",-0.374072669257512,-0.321650095094102,-0.263321550667175,-0.206288642784716,-0.148022926432885,-0.093563768597137
"5",-0.361932610007955,-0.308591762467916,-0.249864298822567,-0.192592479065316,-0.134677515926362,-0.0809410202334538
"6",-0.346936505859744,-0.292913991123479,-0.234090037404189,-0.176886122585555,-0.119672710104164,-0.0670126198711717
"7",-0.329120960650802,-0.274696070051826,-0.216116659758724,-0.159334282813252,-0.103212840588567,-0.0520222178316883
"8",-0.308619106640052,-0.254116672126298,-0.196160087994859,-0.140195345677802,-0.0855868295634412,-0.0362845579320411
"9",-0.285608171664768,-0.231387920614487,-0.17445679813416,-0.119726156443238,-0.0670582428339341,-0.0200594793514255
"10",-0.260273126648157,-0.206713327053197,-0.151218336990222,-0.0981341613555465,-0.0478180648622966,-0.0035082581785969
"11",-0.232780116193559,-0.18026132150051,-0.126607040569721,-0.0755606611164999,-0.0279778203876159,0.0132990468610334
"12",-0.203260260079184,-0.152153987649132,-0.100731078703033,-0.0520901416209799,-0.0075942618563492,0.0303393401117649
"13",-0.17181162926459,-0.122476228816064,-0.0736605815247813,-0.027778234376155,0.013291886565553,0.0475858736830101
"14",-0.138530846999366,-0.0913116172519607,-0.0454646068656898,-0.00268043649106567,0.0346389744781851,0.0650095479560549
"15",-0.103515945131579,-0.0587453088451122,-0.0162138313754717,0.0231465345179847,0.0564046843179908,0.082581443047849
"16",-0.066864955509295,-0.0248624594838069,0.0140210682961592,0.0496459611346928,0.0785466985214131,0.100272639075342
"17",-0.0286759099805819,0.0102517749436663,0.0451694154994892,0.0767611258427552,0.101022699524896,0.118054216155483
"18",0.0109755138979057,0.0465380397634076,0.0771890134020174,0.104467957483124,0.123826221245286,0.13593667456394
"19",0.0521174865762134,0.0840552478212735,0.110166631186867,0.132887575565172,0.147107619306866,0.154099738752043
"20",0.094790678502628,0.122867930195705,0.144186606449941,0.162124108658128,0.170984639695209,0.172670441826387
"21",0.138733396213056,0.162683064945562,0.178930771150825,0.191808781535263,0.195045177031847,0.191181742511661
"22",0.183402988868405,0.202898090615723,0.213755075300095,0.221228691968076,0.218529746065647,0.208824066072341
"23",0.228041651345849,0.242696854572406,0.247814141803111,0.24949863111906,0.240546962650772,0.224711940790373
