0.012929,0.19271,-0.43858,-0.35705,-0.097082,-0.10843,2.8203
-0.0042086,0.19595,-0.44853,-0.3489,-0.092167,-0.10763,2.8196
0.027913,0.18398,-0.45673,-0.34028,-0.087255,-0.10683,2.819
-0.096002,0.17112,-0.46297,-0.33122,-0.082348,-0.10602,2.8183
-0.10051,0.15955,-0.46707,-0.32174,-0.077448,-0.10521,2.8176
0.11273,0.14068,-0.46885,-0.31187,-0.072556,-0.10441,2.8169
0.059878,0.090623,-0.46813,-0.30164,-0.067672,-0.10359,2.8162
-0.076485,0.011574,-0.46475,-0.29107,-0.0628,-0.10278,2.8155
0.053561,-0.08211,-0.45854,-0.28016,-0.05794,-0.10196,2.8148
0.039743,-0.16321,-0.44933,-0.26893,-0.053093,-0.10114,2.8141
-0.034391,-0.21583,-0.43696,-0.25739,-0.048262,-0.10032,2.8134
-0.0050101,-0.23028,-0.42131,-0.24556,-0.043448,-0.099502,2.8127
0.053432,-0.20612,-0.4025,-0.23344,-0.038651,-0.098677,2.812
-0.067043,-0.14779,-0.38066,-0.22106,-0.033874,-0.09785,2.8113
-0.094227,-0.069828,-0.3559,-0.20842,-0.029118,-0.097021,2.8106
-0.077893,0.011137,-0.32835,-0.19554,-0.024385,-0.09619,2.8099
0.092244,0.076405,-0.29811,-0.18242,-0.019676,-0.095357,2.8091
0.11617,0.112,-0.26531,-0.1691,-0.014992,-0.094522,2.8084
-0.030869,0.12599,-0.23008,-0.15556,-0.010335,-0.093684,2.8077
0.022178,0.13737,-0.19251,-0.14184,-0.0057068,-0.092845,2.807
-0.041769,0.16861,-0.15275,-0.12794,-0.0011081,-0.092003,2.8063
-0.013414,0.21283,-0.11089,-0.11387,0.0034591,-0.09116,2.8056
0.086903,0.2426,-0.067068,-0.099657,0.0079936,-0.090314,2.8048
-0.014914,0.23185,-0.021354,-0.085302,0.012494,-0.089466,2.8041
-0.085405,0.17362,0.026336,-0.070821,0.016958,-0.088616,2.8034
0.082244,0.071797,0.075991,-0.056229,0.021385,-0.087765,2.8027
0.080142,-0.045347,0.12705,-0.041536,0.025774,-0.086911,2.8019
-0.065554,-0.14248,0.17883,-0.026758,0.030122,-0.086055,2.8012
0.00045283,-0.191,0.23053,-0.011906,0.034429,-0.085197,2.8005
0.04201,-0.1902,0.28104,0.0030062,0.038693,-0.084337,2.7997
-0.061352,-0.1495,0.32908,0.017965,0.042912,-0.083475,2.799
0.15282,-0.088513,0.37311,0.032959,0.047085,-0.082611,2.7983
0.16875,-0.020439,0.41155,0.047974,0.051211,-0.081745,2.7975
0.12358,0.046005,0.44279,0.062996,0.055287,-0.080877,2.7968
-0.067395,0.10636,0.46525,0.078014,0.059313,-0.080007,2.796
-0.35568,0.14147,0.47733,0.093014,0.063288,-0.079135,2.7953
0.41106,0.13115,0.47739,0.10798,0.067209,-0.078261,2.7945
0.38542,0.073151,0.46392,0.1229,0.071075,-0.077385,2.7938
-0.15121,-0.011225,0.43679,0.13776,0.074885,-0.076508,2.793
-0.49009,-0.095586,0.39624,0.15251,0.078637,-0.075628,2.7923
-0.39953,-0.15573,0.3425,0.16713,0.082329,-0.074746,2.7915
-0.27684,-0.17789,0.27581,0.18155,0.085961,-0.073862,2.7908
0.33037,-0.15736,0.19662,0.19575,0.089531,-0.072977,2.79
-0.055123,-0.092143,0.10626,0.20969,0.093037,-0.072089,2.7893
-0.15066,0.017867,0.0071404,0.22332,0.096479,-0.0712,2.7885
-0.054191,0.15993,-0.094839,0.2366,0.099853,-0.070309,2.7877
0.087282,0.28368,-0.1929,0.2495,0.10316,-0.069415,2.787
-0.14321,0.30809,-0.28055,0.26196,0.1064,-0.06852,2.7862
0.20899,0.11167,-0.3525,0.27396,0.10956,-0.067623,2.7854
-0.20399,-0.21016,-0.4038,0.28545,0.11266,-0.066724,2.7847
0.14075,-0.35163,-0.42948,0.29638,0.11568,-0.065823,2.7839
-0.11553,-0.24449,-0.42621,0.30672,0.11862,-0.064921,2.7831
-0.11679,-0.05004,-0.39702,0.31639,0.12149,-0.064016,2.7824
-0.023574,0.14419,-0.34654,0.32534,0.12428,-0.06311,2.7816
0.36871,0.28157,-0.27941,0.33348,0.12698,-0.062201,2.7808
-0.41398,0.32542,-0.20025,0.34075,0.12961,-0.061291,2.78
-0.17713,0.31014,-0.1137,0.34708,0.13216,-0.060379,2.7792
-0.025393,0.25515,-0.024301,0.35239,0.13462,-0.059465,2.7784
0.074846,0.17085,0.06376,0.35662,0.13699,-0.05855,2.7777
0.13237,0.067553,0.14636,0.3597,0.13928,-0.057632,2.7769
-0.066729,-0.046741,0.21928,0.36156,0.14148,-0.056713,2.7761
0.042152,-0.16287,0.27825,0.36213,0.14359,-0.055792,2.7753
-0.054874,-0.23036,0.31901,0.36133,0.14561,-0.054869,2.7745
0.096585,-0.1959,0.33847,0.3591,0.14753,-0.053944,2.7737
-0.15284,-0.05632,0.33816,0.35539,0.14937,-0.053018,2.7729
0.074089,0.12254,0.32069,0.35021,0.1511,-0.05209,2.7721
0.20541,0.25618,0.28866,0.34362,0.15275,-0.05116,2.7713
0.043362,0.28327,0.2448,0.33567,0.1543,-0.050228,2.7705
