"","s0","s0","s0","s0","s0","s0"
"1",0.0257564024962344,0.0075301719830636,-0.0173065776983059,-0.0174785383924254,-0.0181245576436454,-0.0179745105448304
"2",0.0486360197637859,-0.0424738777172847,-0.0179878182405151,-0.0180166121500794,-0.0179190780661966,-0.0173738997479926
"3",-0.0698327014504627,-0.0442190318650646,-0.0179566515290935,-0.0177620249603885,-0.0173733076315695,-0.0175301927757689
"4",-0.0362192208491496,-0.0149109080206658,-0.017579028315065,-0.0175544320900505,-0.0177060961344742,-0.0178123335282143
"5",-0.0226682988448243,-0.00503577904411659,-0.0174528163511351,-0.0174895855191129,-0.0178282749669096,-0.0179040915191942
"6",0.0139670840377756,-0.0185876240977957,-0.0176514628934975,-0.0177051692372377,-0.0179100269024795,-0.017696085130823
"7",-0.041606929781021,-0.0196611460896459,-0.0176402609894319,-0.0175882168797039,-0.0176524305117079,-0.0177665146988853
"8",-0.000864062324868213,-0.0186202497978202,-0.0176450683165384,-0.017671492407275,-0.0178428494126797,-0.0177177574351074
"9",-0.014385728381419,-0.0272680035113256,-0.0177548310617202,-0.0177244859309582,-0.0177283823945652,-0.0176398636307465
"10",-0.0368217015181131,-0.0195386023940784,-0.0176408217046229,-0.0175979947205136,-0.0176747969079818,-0.017760791481121
"11",-0.000621712987214534,-0.0205477480944412,-0.0176710333539881,-0.0176907674872599,-0.0178320405079068,-0.0176955563373049
"12",-0.0218434888729281,-0.0256362314880776,-0.0177295086954434,-0.0176915448423307,-0.0177047809395917,-0.017669437303951
"13",-0.026211132728803,-0.0201314879531303,-0.0176536619486096,-0.0176280726688985,-0.0177190518157369,-0.0177383039736708
"14",-0.0231522010374703,-0.0142180231550595,-0.0175757542128975,-0.0175776531107259,-0.0177693844537771,-0.0178007646080529
"15",-0.00970629295620064,-0.0160592008002271,-0.0176066438489022,-0.0176263530350149,-0.0178187346070359,-0.0177599185501507
"16",-0.0113581220165834,-0.0225652629292964,-0.0176931482521736,-0.0176857529642003,-0.0177710967022744,-0.0176886518307919
"17",-0.0311199446436662,-0.0187560116882173,-0.0176329514690709,-0.0176034630004154,-0.0177053784005303,-0.0177611852639653
"18",0.000495081328505606,-0.0226009552149737,-0.0176990873406189,-0.0177132677035108,-0.0178244041921837,-0.0176706312075777
"19",-0.0153591698654759,-0.0314346347623973,-0.017810269356364,-0.0177627205187986,-0.0176982552561133,-0.0175940973147262
"20",-0.051046909346553,-0.0163511975310309,-0.0175915162242356,-0.0175344342270352,-0.0176302411847364,-0.01781805013643
"21",0.0166458551355195,-0.0201207745465351,-0.0176732609447847,-0.0177261988575188,-0.0179126559488848,-0.0176747314768948
"22",-0.0123504341913832,-0.0369019702322722,-0.0178849883507139,-0.0178227147085505,-0.0176780786980857,-0.0175276741284377
"23",-0.0583272657469453,-0.0195736185508145,-0.0176313845230939,-0.0175490430260691,-0.0175774636365194,-0.0177923561931167
"24",-0.0310768472169496,0.0032793911516162,-0.0173374120527009,-0.0173895569168532,-0.0178416533974566,-0.0180108093459992
"25",-0.00136985198903402,0.00102143805835696,-0.0173813827738729,-0.0174795756861968,-0.0179618632215181,-0.0179410735451939
"26",0.0141460734427958,-0.0210377089142403,-0.0176844081585922,-0.0177293743831756,-0.017895704619766,-0.0176680566522639
"27",0.0285022709238527,-0.0571942019405575,-0.01817598598416,-0.0181134264554386,-0.0177372501639941,-0.0172370231261219
"28",-0.0646632887578486,-0.053833078496011,-0.0180879854085942,-0.0178672438240498,-0.0173372803253835,-0.0174135710774742
"29",-0.060671972554352,-0.0147228557589516,-0.0175652414681755,-0.0174965588925871,-0.0175968312187049,-0.0178508059777591
"30",-0.0398112532507907,0.0135783087792348,-0.0171952497818974,-0.0172695155455679,-0.0178658109857709,-0.0181404897520345
