"","FittedOutput.FittedOutput.FittedOutput.FittedOutput.FittedOutput.FittedOutput.FittedOutput","FittedOutput.FittedOutput.FittedOutput.FittedOutput.FittedOutput.FittedOutput.BasicARIMA$fitted","FittedOutput.FittedOutput.FittedOutput.FittedOutput.FittedOutput.BasicARIMA$fitted","FittedOutput.FittedOutput.FittedOutput.FittedOutput.BasicARIMA$fitted","FittedOutput.FittedOutput.FittedOutput.BasicARIMA$fitted","FittedOutput.FittedOutput.BasicARIMA$fitted","FittedOutput.BasicARIMA$fitted","BasicARIMA$fitted"
"1",2.02277520110313,-0.0140288014294751,0.174951284148753,-0.367024461503336,-0.0126064413650879,0,-0.108321570054215,2.81903872381188
"2",2.02435472953555,-0.00894629099825664,0.191053733038038,-0.432703387218603,-0.0126064413650879,0,-0.108430000000003,2.8233853775218
"3",2.01519026217855,-0.0217131280396076,0.171295249216538,-0.442520065368143,-0.0126064413650879,0,-0.10763,2.81894417050806
"4",2.04025267087746,-0.00840871553440047,0.158815438631457,-0.450610192084346,-0.0126064413650879,0,-0.10683,2.81833763000921
"5",1.90653390709876,-0.059285150432255,0.151400146620017,-0.456766581195213,-0.0126064413650879,0,-0.10602,2.81763567555264
"6",1.93794524377286,-0.0196958378907336,0.136435843955188,-0.460811644553315,-0.0126064413650879,0,-0.10521,2.816933882626
"7",2.11871639658757,0.0486345243460121,0.104108658329158,-0.462567794011223,-0.0126064413650879,0,-0.10441,2.81623092193591
"8",1.98797375673182,-0.0291801817245364,0.00819623611306967,-0.461857441421507,-0.0126064413650879,0,-0.10359,2.81552608740754
"9",1.84691136294237,-0.0572367676110364,-0.0671936949954138,-0.458522730653121,-0.0126064413650879,0,-0.10278,2.81481927594458
"10",1.92942689666507,0.0146635376368976,-0.162328693096872,-0.452395939566825,-0.0126064413650879,0,-0.10196,2.8141111522208
"11",1.82569532930961,-0.0294417600083971,-0.203292382748172,-0.443309346023382,-0.0126064413650879,0,-0.10114,2.81340291958349
"12",1.75941170112982,-0.0436407377145748,-0.22954784008742,-0.431105093891743,-0.0126064413650879,0,-0.10032,2.81269575209887
"13",1.80983252616262,-0.0172450336264373,-0.202271424466771,-0.415664791073623,-0.0126064413650879,0,-0.099502,2.8119903815713
"14",1.8999194309514,-0.00692250315451904,-0.150483091333734,-0.397106829667308,-0.0126064413650879,0,-0.098677,2.81128708082217
"15",1.85492076865325,-0.0596906817509205,-0.0684725240821282,-0.375559467779273,-0.0126064413650879,0,-0.09785,2.8105858454366
"16",1.96250270914329,-0.0301695430275312,0.00758344077455999,-0.351131231499614,-0.0126064413650879,0,-0.097021,2.80988652516452
"17",2.07003377166599,-0.0159640725972944,0.0782328118378661,-0.323950378934809,-0.0126064413650879,0,-0.09619,2.80918724473585
"18",2.32714583153634,0.0404302643342222,0.112717655537037,-0.29411557016676,-0.0126064413650879,0,-0.095357,2.80840872857361
"19",2.38493839426813,-0.00487615503204613,0.115399855778635,-0.261755063301946,-0.0126064413650879,0,-0.094522,2.80769506618348
"20",2.32700128073798,-0.061895438282668,0.126856882545867,-0.226997116446843,-0.0126064413650879,0,-0.093684,2.80698381017158
"21",2.47738595551874,-0.010723616928239,0.145507697253078,-0.189930523675164,-0.0126064413650879,0,-0.092845,2.80627616046715
"22",2.47153165711273,-0.05003326961226,0.205740350568717,-0.150703275109767,-0.0126064413650879,0,-0.092003,2.80557262728199
"23",2.6246599862247,-0.0142846404365563,0.233637757822476,-0.109404164824367,-0.0126064413650879,0,-0.09116,2.8048721826956
"24",2.78439728884331,0.0064465611885766,0.229803361303863,-0.0661693437319925,-0.0126064413650879,0,-0.090314,2.80409489245657
"25",2.72389321418728,-0.0533406065035041,0.173913364787728,-0.0210678738899769,-0.0126064413650879,0,-0.089466,2.80338361555775
"26",2.70871702607964,-0.045073785790037,0.0842072554604143,0.02598311917048,-0.0126064413650879,0,-0.088616,2.80267580490639
"27",2.85177733036919,0.0256410924476284,-0.0462334904419661,0.0749727828403686,-0.0126064413650879,0,-0.087765,2.80197156946688
"28",2.7776799995794,-0.0232031776646448,-0.138063866076206,0.125347634060202,-0.0126064413650879,0,-0.086911,2.80119100465921
"29",2.65284662549219,-0.0662126726979385,-0.19415214825839,0.17643382447057,-0.0126064413650879,0,-0.086055,2.80047710648217
"30",2.77284507978869,-0.00789350246594728,-0.184337106218226,0.227441086815415,-0.0126064413650879,0,-0.085197,2.79976734504058
"31",2.84460964135211,-0.0150287582810774,-0.155430150487094,0.27727429418559,-0.0126064413650879,0,-0.084337,2.79898247405465
"32",2.84472270320338,-0.0534215065813995,-0.0846307640628947,0.324670597532714,-0.0126064413650879,0,-0.083475,2.79826575202371
"33",3.18429189102817,0.0429072404794844,-0.0269750977490295,0.368110631595451,-0.0126064413650879,0,-0.082611,2.79755514634306
"34",3.24439996875311,-0.0233426505282696,0.0431487881439357,0.406035567079703,-0.0126064413650879,0,-0.081745,2.7967711821229
"35",3.33955532508442,-0.0432724563879151,0.0984862944299924,0.4368569766668,-0.0126064413650879,0,-0.080877,2.79605642323351
"36",3.25355830062752,-0.103915225616695,0.148879795004006,0.459016031062646,-0.0126064413650879,0,-0.080007,2.79526856783899
"37",3.08497869166244,-0.132921954735853,0.136823207733391,0.47093416895676,-0.0126064413650879,0,-0.079135,2.79455067058863
"38",3.8801851988361,0.203575884878251,0.0802653095667152,0.470993365005903,-0.0126064413650879,0,-0.078261,2.7937607853628
"39",3.60044284763303,-0.0361010788287244,-0.00677701803571953,0.45770385197331,-0.0126064413650879,0,-0.077385,2.79304213914617
"40",3.14625638371308,-0.18847825581879,-0.0872488387362059,0.430937371752505,-0.0126064413650879,0,-0.076508,2.79225273366864
"41",2.83070062199442,-0.163391287564488,-0.153991800337218,0.39093070854006,-0.0126064413650879,0,-0.075628,2.7915356074222
"42",2.86748373083552,-0.0148949180039645,-0.175808552141556,0.337910780524355,-0.0126064413650879,0,-0.074746,2.79074845597868
"43",2.86899891479015,0.0376665295163532,-0.1610790673817,0.272114371901963,-0.0126064413650879,0,-0.073862,2.79003392959343
"44",3.40382647168757,0.221485182070004,-0.103812984566862,0.193985453041456,-0.0126064413650879,0,-0.072977,2.78924935206224
"45",2.88446912628506,-0.0892530125814082,-0.00153277848077826,0.104836203032169,-0.0126064413650879,0,-0.072089,2.78853701490778
"46",2.99535485768787,-0.00866510363467698,0.139912720062424,0.007044724488339,-0.0126064413650879,0,-0.0712,2.78775389439586
"47",3.07573836792838,0.0161149532570014,0.285436011504924,-0.0935682350778082,-0.0126064413650879,0,-0.070309,2.78696180251532
"48",3.23397135054067,0.0441476559957108,0.33450075535179,-0.190315297994593,-0.0126064413650879,0,-0.069415,2.78624101794413
"49",2.93324865197899,-0.0731158344594914,0.214135608613305,-0.276790859784256,-0.0126064413650879,0,-0.06852,2.78544979094232
"50",3.12001475570088,0.103327409286017,-0.255328765612289,-0.347776788714847,-0.0126064413650879,0,-0.067623,2.78465094540397
"51",2.30500662556304,-0.146462663474748,-0.450836190361247,-0.398389410732072,-0.0126064413650879,0,-0.066724,2.78392555802413
"52",2.70247376893183,0.098883081809117,-0.189483517740651,-0.423725319765255,-0.0126064413650879,0,-0.065823,2.78313231142929
"53",2.39456252825798,-0.108276292788376,-0.0452791776614642,-0.420499135086964,-0.0126064413650879,0,-0.064921,2.78233401951062
"54",2.70929357408127,-0.00694692137064673,0.0741512067370144,-0.391700257178918,-0.0126064413650879,0,-0.064016,2.78161143608391
"55",2.93206582304779,0.00672248445198736,0.307587194965036,-0.341896647833314,-0.0126064413650879,0,-0.06311,2.78082264155518
"56",3.4790933444951,0.113957393685519,0.324793015598289,-0.27566613485054,-0.0126064413650879,0,-0.062201,2.78002963832256
"57",2.74064425389023,-0.258246865338995,0.280139866201662,-0.197566814014605,-0.0126064413650879,0,-0.061291,2.77923189598232
"58",3.29106090233523,0.0595200526249308,0.27512422930302,-0.112176513125895,-0.0126064413650879,0,-0.060379,2.77842958105727
"59",3.29016847193039,0.0192222592137168,0.162805701489868,-0.0239753865037149,-0.0126064413650879,0,-0.059465,2.7776234822755
"60",3.44428483102197,0.044787467345799,0.0721310660568938,0.0629056682225777,-0.0126064413650879,0,-0.05855,2.77689530428284
"61",3.46243971312337,0.0173916554213687,-0.0360100153114271,0.144398895876043,-0.0126064413650879,0,-0.057632,2.77610369195716
"62",3.25637593926134,-0.0715832789834998,-0.150291431796691,0.216341827601111,-0.0126064413650879,0,-0.056713,2.77531073765379
